snooze_count,historical_success_rate,avg_time_taken_ms,last_failed_type,target_challenge_type,target_difficulty,target_multi_step
5,0.93,2387,riddle,pattern,4,3
3,0.54,14598,logic,word_scramble,2,2
1,0.58,3912,word_scramble,memory,2,1
3,0.83,5169,none,quiz,4,3
4,0.41,14967,math,memory,1,2
0,0.68,3176,math,memory,3,1
0,0.64,6850,quiz,quiz,1,1
5,1.0,3737,riddle,pattern,4,3
1,0.44,4163,math,memory,2,1
3,0.99,3395,logic,logic,5,3
3,0.53,21316,logic,quiz,2,2
3,0.71,11266,riddle,math,4,3
1,0.61,9507,memory,word_scramble,2,1
0,0.79,9793,memory,pattern,1,1
5,0.35,19131,pattern,memory,1,2
1,0.51,5946,word_scramble,memory,2,1
4,0.97,1607,logic,riddle,5,3
1,0.67,4061,word_scramble,memory,2,1
3,0.77,8759,none,logic,4,3
5,0.86,2792,none,pattern,4,3
5,0.91,2284,logic,riddle,4,3
3,0.38,23603,pattern,memory,2,2
3,0.39,24721,math,quiz,1,2
0,0.45,4093,math,memory,3,1
1,0.76,11240,pattern,logic,2,1
1,0.54,2591,word_scramble,memory,2,1
0,0.45,3697,word_scramble,memory,2,1
3,0.87,3105,riddle,riddle,5,3
0,0.5,4705,math,memory,3,1
1,0.77,10641,memory,word_scramble,2,1
0,0.47,5477,math,memory,3,1
0,0.47,4190,math,memory,3,1
1,0.76,11213,word_scramble,logic,2,1
3,0.32,13122,math,memory,1,2
1,0.8,11507,word_scramble,math,2,1
3,0.93,3299,logic,riddle,4,3
5,0.58,17918,pattern,quiz,1,2
5,0.5,17863,logic,memory,1,2
3,0.66,9517,math,word_scramble,4,3
3,0.89,2821,none,pattern,5,3
3,0.58,19176,math,quiz,2,2
1,0.83,6287,math,pattern,2,1
1,0.44,3134,word_scramble,memory,3,1
3,0.37,22606,logic,quiz,1,2
0,0.6,3050,word_scramble,memory,2,1
5,0.46,18065,logic,word_scramble,2,2
3,0.94,2024,none,logic,4,3
5,0.97,2376,none,pattern,5,3
5,0.99,1964,riddle,logic,4,3
3,0.71,11321,none,memory,4,3
3,0.63,8188,none,memory,4,3
2,0.67,9464,none,word_scramble,3,2
3,1.0,2677,riddle,riddle,4,3
1,0.5,3646,word_scramble,memory,2,1
3,0.61,7382,logic,quiz,4,3
3,0.41,24574,logic,quiz,2,2
3,0.5,20503,logic,quiz,1,2
0,0.7,5668,math,memory,3,1
4,0.35,13651,pattern,memory,1,2
1,0.53,2136,word_scramble,memory,2,1
2,0.7,7046,none,word_scramble,3,2
5,0.97,2056,riddle,logic,4,3
1,0.66,2529,word_scramble,memory,3,1
6,0.97,2340,none,riddle,5,3
4,0.45,20872,pattern,word_scramble,1,2
6,0.94,1789,riddle,riddle,4,3
0,0.43,2203,math,memory,2,1
1,0.43,3069,math,memory,3,1
1,0.43,4380,math,memory,3,1
5,0.87,2063,riddle,pattern,4,3
4,0.58,16999,pattern,word_scramble,2,2
1,0.43,2773,math,memory,2,1
2,0.63,5170,logic,word_scramble,3,2
1,0.5,5989,word_scramble,memory,2,1
5,0.44,20824,pattern,word_scramble,2,2
3,0.41,23014,math,memory,1,2
5,0.45,14586,logic,word_scramble,1,2
1,0.61,3606,word_scramble,memory,2,1
3,0.44,12103,pattern,quiz,2,2
5,0.39,16351,math,quiz,2,2
3,0.45,17836,math,quiz,1,2
3,0.69,10909,logic,pattern,4,3
3,0.85,7324,quiz,pattern,4,3
4,0.92,2073,none,pattern,4,3
5,0.31,21513,logic,word_scramble,1,2
0,0.55,4825,word_scramble,memory,3,1
6,0.92,2137,none,pattern,4,3
1,0.82,7278,memory,logic,2,1
3,0.94,1986,none,logic,4,3
5,0.42,17311,pattern,word_scramble,1,2
5,0.5,20520,logic,quiz,2,2
1,0.81,7062,math,pattern,2,1
1,0.45,2357,math,memory,2,1
3,0.81,10891,none,pattern,4,3
2,0.63,8611,memory,riddle,3,2
1,0.5,5153,math,memory,3,1
0,0.63,5244,math,memory,2,1
3,0.3,12234,math,memory,1,2
0,0.63,2974,word_scramble,memory,2,1
2,0.63,5918,none,logic,3,2
2,0.66,11997,none,quiz,3,2
0,0.58,3431,word_scramble,memory,2,1
5,0.91,1979,riddle,riddle,4,3
3,0.58,12476,math,quiz,1,2
4,0.46,22147,pattern,memory,2,2
5,0.33,18333,pattern,word_scramble,1,2
1,0.46,3468,word_scramble,memory,3,1
6,0.98,2291,logic,pattern,5,3
6,0.93,2966,none,pattern,5,3
3,0.9,3298,none,riddle,5,3
0,0.78,7919,math,logic,1,1
4,0.31,18045,pattern,quiz,1,2
0,0.68,10054,math,pattern,1,1
0,0.43,5432,word_scramble,memory,3,1
5,0.47,17385,pattern,memory,2,2
3,0.96,1524,logic,logic,4,3
4,0.43,16907,logic,quiz,2,2
4,0.92,2614,logic,pattern,4,3
2,0.84,7039,math,memory,3,2
3,0.32,13610,pattern,memory,1,2
4,0.93,1845,none,pattern,4,3
5,0.48,13200,pattern,word_scramble,2,2
3,0.86,3605,none,logic,5,3
0,0.61,6488,quiz,pattern,1,1
3,0.85,8902,memory,memory,4,3
1,0.52,5644,word_scramble,memory,3,1
6,0.86,2602,logic,riddle,4,3
0,0.76,9653,memory,math,1,1
5,0.99,2330,none,pattern,5,3
1,0.55,4875,math,memory,3,1
5,0.97,3864,none,pattern,4,3
4,0.59,14028,math,quiz,1,2
0,0.82,9546,none,pattern,1,1
0,0.7,9686,math,logic,1,1
5,0.48,22415,math,quiz,1,2
1,0.76,6972,math,pattern,2,1
5,0.39,22649,logic,memory,1,2
1,0.83,8482,word_scramble,pattern,2,1
3,0.34,18590,pattern,quiz,1,2
0,0.76,11545,riddle,riddle,1,1
3,0.94,2656,none,riddle,5,3
0,0.45,4794,math,memory,3,1
3,0.89,2218,none,riddle,5,3
4,1.0,1791,logic,pattern,5,3
5,0.93,3874,riddle,pattern,5,3
4,1.0,2321,riddle,logic,4,3
1,0.51,5617,word_scramble,memory,2,1
0,0.67,6564,pattern,pattern,1,1
4,0.51,24847,pattern,quiz,1,2
1,0.44,2636,math,memory,3,1
0,0.65,10139,word_scramble,math,1,1
0,0.48,5778,word_scramble,memory,2,1
4,0.87,3144,logic,pattern,5,3
2,0.82,8399,pattern,math,3,2
4,0.46,22811,logic,quiz,1,2
1,0.68,2171,math,memory,3,1
4,0.56,21859,logic,memory,2,2
6,0.93,2523,logic,riddle,5,3
4,0.96,3564,riddle,riddle,5,3
6,1.0,2471,logic,logic,4,3
0,0.85,7198,memory,logic,1,1
0,0.57,5628,word_scramble,memory,2,1
3,0.92,1695,riddle,pattern,4,3
3,0.98,1794,logic,riddle,4,3
0,0.77,6815,quiz,word_scramble,1,1
3,0.32,20766,pattern,word_scramble,1,2
3,0.83,11246,quiz,math,4,3
3,0.45,14237,logic,quiz,1,2
4,0.89,3642,none,riddle,5,3
6,0.96,1792,none,riddle,4,3
4,0.4,12702,math,word_scramble,2,2
6,0.9,2960,riddle,pattern,4,3
0,0.78,11456,logic,logic,1,1
3,0.42,13026,pattern,memory,2,2
6,0.91,3292,riddle,pattern,4,3
3,0.67,7440,none,pattern,4,3
6,1.0,3879,riddle,pattern,4,3
5,0.57,20284,pattern,quiz,2,2
4,0.95,3022,none,riddle,4,3
1,0.68,8509,word_scramble,pattern,2,1
4,0.44,21045,logic,memory,1,2
5,0.33,24264,math,word_scramble,1,2
5,0.57,13009,pattern,word_scramble,2,2
5,0.94,2441,riddle,logic,4,3
1,0.68,2682,word_scramble,memory,2,1
1,0.64,5258,math,memory,3,1
5,0.92,2187,logic,logic,5,3
0,0.5,4411,math,memory,2,1
2,0.61,8156,none,pattern,3,2
3,0.5,22964,logic,word_scramble,1,2
1,0.78,5161,math,pattern,2,1
0,0.55,3287,word_scramble,memory,2,1
5,0.57,20386,math,word_scramble,1,2
3,0.37,15871,logic,quiz,1,2
1,0.63,8557,none,pattern,2,1
3,0.92,2870,none,riddle,5,3
0,0.57,4307,math,memory,2,1
4,0.91,3423,riddle,riddle,4,3
3,0.49,23187,pattern,memory,1,2
3,0.56,14449,logic,quiz,2,2
2,0.7,9040,pattern,word_scramble,3,2
3,0.35,18788,pattern,quiz,1,2
5,0.4,13722,logic,word_scramble,1,2
0,0.64,2138,math,memory,2,1
2,0.82,7956,none,quiz,3,2
2,0.81,9912,math,word_scramble,3,2
0,0.66,2832,math,memory,2,1
1,0.51,2539,math,memory,3,1
3,0.89,3972,riddle,logic,5,3
0,0.64,5913,riddle,math,1,1
0,0.56,5012,word_scramble,memory,3,1
0,0.8,9979,word_scramble,riddle,1,1
5,0.43,13438,math,memory,2,2
4,0.97,2234,riddle,riddle,5,3
4,0.39,16829,math,word_scramble,1,2
6,0.99,1712,none,riddle,4,3
3,0.58,14870,math,quiz,1,2
0,0.7,2512,math,memory,2,1
0,0.46,5635,math,memory,3,1
5,0.57,21581,math,word_scramble,1,2
0,0.72,10932,memory,quiz,1,1
0,0.61,2625,math,memory,2,1
5,0.95,1522,riddle,pattern,4,3
0,0.7,3728,word_scramble,memory,3,1
0,0.59,4663,word_scramble,memory,2,1
0,0.56,2581,math,memory,2,1
0,0.57,2542,math,memory,2,1
0,0.54,5873,word_scramble,memory,2,1
3,0.87,1670,logic,riddle,5,3
0,0.54,5205,math,memory,3,1
3,0.92,2065,riddle,logic,4,3
3,0.89,3604,logic,pattern,5,3
5,0.32,13721,math,word_scramble,1,2
0,0.43,2268,word_scramble,memory,2,1
4,0.95,2292,riddle,pattern,4,3
0,0.7,5628,word_scramble,memory,3,1
4,0.35,15537,pattern,word_scramble,2,2
5,0.51,24484,math,word_scramble,1,2
3,0.81,8891,quiz,memory,4,3
1,0.69,6259,math,quiz,2,1
3,0.91,3645,logic,riddle,4,3
5,0.92,2131,riddle,pattern,5,3
5,0.53,16962,math,memory,1,2
1,0.66,9743,logic,memory,2,1
5,0.9,3231,riddle,riddle,5,3
0,0.62,9621,word_scramble,memory,1,1
5,0.9,3806,none,riddle,5,3
5,0.33,20910,math,word_scramble,2,2
4,0.96,2115,riddle,logic,4,3
3,0.39,16169,logic,memory,2,2
3,0.98,2183,logic,riddle,5,3
3,0.71,11082,pattern,pattern,4,3
3,0.73,10134,quiz,memory,4,3
5,1.0,3162,none,pattern,5,3
0,0.74,8163,none,word_scramble,1,1
4,0.85,1915,logic,pattern,4,3
3,0.84,5576,math,word_scramble,4,3
0,0.65,9996,math,word_scramble,1,1
0,0.43,5249,word_scramble,memory,3,1
4,0.46,21565,math,word_scramble,2,2
2,0.66,7144,word_scramble,riddle,3,2
2,0.84,8105,math,memory,3,2
3,0.36,12565,pattern,quiz,2,2
5,0.58,18026,logic,word_scramble,2,2
0,0.63,4817,math,memory,2,1
1,0.77,6830,word_scramble,word_scramble,2,1
1,0.44,4534,word_scramble,memory,3,1
2,0.71,9086,memory,math,3,2
1,0.75,9527,math,pattern,2,1
4,0.58,13005,pattern,word_scramble,1,2
1,0.66,3090,word_scramble,memory,2,1
3,0.61,7894,math,math,4,3
0,0.63,3885,math,memory,3,1
0,0.47,5349,word_scramble,memory,3,1
2,0.7,6542,pattern,math,3,2
1,0.78,10158,word_scramble,word_scramble,2,1
3,0.73,5970,memory,quiz,4,3
5,0.96,2857,riddle,riddle,4,3
3,0.51,14167,logic,memory,2,2
0,0.73,9373,quiz,memory,1,1
3,0.39,20894,logic,memory,2,2
0,0.55,2188,word_scramble,memory,3,1
4,0.53,19660,pattern,memory,1,2
1,0.45,5470,math,memory,3,1
0,0.67,5927,word_scramble,memory,2,1
0,0.61,5418,word_scramble,memory,2,1
0,0.84,11614,none,word_scramble,1,1
4,0.5,19309,math,quiz,1,2
2,0.76,8685,word_scramble,quiz,3,2
5,0.57,21790,logic,word_scramble,2,2
6,0.99,2855,logic,logic,5,3
5,0.5,13680,logic,word_scramble,2,2
6,0.97,3702,none,logic,5,3
4,0.4,22218,logic,word_scramble,1,2
6,0.97,2778,none,logic,5,3
5,0.44,23116,pattern,memory,1,2
4,0.89,3602,riddle,pattern,5,3
4,0.93,2965,logic,logic,5,3
3,0.42,20390,logic,memory,2,2
1,0.52,5062,word_scramble,memory,2,1
3,0.98,2456,none,logic,5,3
1,0.45,5044,math,memory,2,1
5,0.44,20628,logic,quiz,2,2
6,0.85,2774,riddle,logic,5,3
5,0.88,1869,logic,pattern,4,3
1,0.44,2708,math,memory,2,1
0,0.41,2961,math,memory,2,1
6,0.87,1714,none,logic,5,3
5,0.93,2416,logic,pattern,4,3
2,0.75,8937,none,pattern,3,2
3,0.46,23180,pattern,quiz,1,2
4,0.6,25000,math,word_scramble,2,2
4,0.45,18320,pattern,memory,2,2
0,0.69,3902,word_scramble,memory,2,1
4,0.57,24875,math,quiz,1,2
6,0.86,3384,riddle,pattern,5,3
6,0.87,2176,logic,riddle,4,3
0,0.67,6112,word_scramble,word_scramble,1,1
0,0.53,3049,math,memory,2,1
1,0.45,2701,math,memory,2,1
0,0.6,4463,word_scramble,memory,2,1
6,0.9,3402,riddle,riddle,4,3
3,0.96,2889,logic,logic,4,3
1,0.65,2083,word_scramble,memory,3,1
5,0.88,1772,none,riddle,4,3
1,0.6,2668,word_scramble,memory,3,1
2,0.68,11905,quiz,logic,3,2
4,0.51,14020,math,quiz,1,2
1,0.69,4258,word_scramble,memory,2,1
4,0.45,16921,math,memory,2,2
3,0.96,3762,riddle,logic,4,3
6,0.95,1838,none,pattern,4,3
2,0.64,11791,memory,word_scramble,3,2
1,0.67,5508,math,memory,3,1
0,0.74,6045,pattern,memory,1,1
2,0.74,11740,riddle,word_scramble,3,2
3,0.42,18493,pattern,word_scramble,2,2
1,0.68,5506,word_scramble,memory,2,1
5,0.53,17505,pattern,word_scramble,1,2
3,0.46,23602,logic,quiz,2,2
1,0.42,4480,math,memory,2,1
3,0.97,1717,logic,pattern,5,3
3,0.64,11900,logic,quiz,4,3
5,0.93,2179,riddle,riddle,4,3
5,0.5,12595,pattern,memory,1,2
1,0.51,4116,math,memory,2,1
1,0.84,11328,math,riddle,2,1
4,0.49,18101,pattern,memory,2,2
1,0.52,2487,word_scramble,memory,2,1
1,0.41,4279,word_scramble,memory,3,1
0,0.6,5953,word_scramble,memory,2,1
1,0.6,3222,word_scramble,memory,3,1
4,0.32,14210,logic,word_scramble,2,2
4,0.99,3441,logic,logic,4,3
3,0.47,23954,pattern,memory,2,2
0,0.77,7788,math,word_scramble,1,1
2,0.7,5902,quiz,quiz,3,2
3,0.64,6050,riddle,riddle,4,3
1,0.53,3574,math,memory,2,1
0,0.48,3380,word_scramble,memory,2,1
2,0.83,7645,math,riddle,3,2
6,0.92,2401,logic,pattern,5,3
3,0.94,2066,logic,pattern,4,3
4,0.36,12665,logic,quiz,2,2
2,0.83,6704,quiz,riddle,3,2
5,0.94,3867,none,pattern,4,3
4,0.49,12197,pattern,memory,1,2
3,0.72,8351,riddle,quiz,4,3
2,0.7,5635,none,logic,3,2
2,0.83,7128,memory,word_scramble,3,2
1,0.63,6000,word_scramble,memory,3,1
6,0.86,1797,logic,riddle,5,3
4,0.34,22233,math,quiz,2,2
3,0.49,14463,math,word_scramble,1,2
1,0.68,10737,riddle,pattern,2,1
0,0.51,2319,math,memory,2,1
4,0.53,24986,pattern,quiz,1,2
1,0.56,4571,math,memory,3,1
3,0.41,16219,math,quiz,2,2
3,0.88,3412,none,pattern,4,3
0,0.69,4629,word_scramble,memory,2,1
5,0.87,2977,riddle,riddle,5,3
1,0.68,4959,word_scramble,memory,3,1
4,0.36,22649,math,quiz,1,2
3,0.85,8658,logic,math,4,3
3,0.55,15140,math,quiz,2,2
0,0.68,11603,memory,riddle,1,1
6,0.97,1502,none,pattern,5,3
4,0.91,2517,none,logic,4,3
5,0.96,3581,riddle,logic,5,3
0,0.73,6486,memory,riddle,1,1
2,0.82,6313,math,math,3,2
3,0.99,2945,none,logic,4,3
6,0.93,3566,riddle,pattern,5,3
1,0.42,3262,math,memory,2,1
4,0.31,19051,math,word_scramble,2,2
3,0.61,10179,logic,math,4,3
3,0.44,21324,pattern,word_scramble,1,2
0,0.46,5845,math,memory,3,1
2,0.64,8169,quiz,math,3,2
0,0.62,2514,math,memory,3,1
1,0.53,5384,math,memory,3,1
3,0.7,11929,riddle,memory,4,3
3,0.91,3158,none,riddle,4,3
1,0.48,3933,math,memory,2,1
5,0.55,13847,pattern,word_scramble,1,2
4,0.52,22158,logic,memory,1,2
1,0.73,10588,riddle,memory,2,1
1,0.67,3511,word_scramble,memory,3,1
1,0.41,2655,math,memory,2,1
3,0.85,8609,math,quiz,4,3
5,0.88,2853,riddle,logic,4,3
4,0.43,14144,logic,memory,2,2
2,0.72,11583,quiz,logic,3,2
3,0.83,6435,memory,math,4,3
1,0.57,2069,word_scramble,memory,3,1
1,0.51,4278,word_scramble,memory,3,1
5,0.87,2200,riddle,pattern,4,3
0,0.83,8977,riddle,pattern,1,1
5,0.95,3011,logic,logic,4,3
2,0.77,8615,word_scramble,math,3,2
3,0.98,2491,none,logic,5,3
0,0.8,9033,riddle,word_scramble,1,1
1,0.67,3778,math,memory,2,1
1,0.62,4862,word_scramble,memory,3,1
0,0.81,6257,word_scramble,memory,1,1
5,0.95,2277,none,riddle,5,3
4,0.6,22875,pattern,memory,1,2
3,0.6,10754,quiz,word_scramble,4,3
1,0.85,10123,memory,pattern,2,1
4,0.89,3981,logic,pattern,5,3
1,0.59,4592,math,memory,2,1
3,0.69,9417,riddle,logic,4,3
0,0.52,3930,math,memory,3,1
4,0.96,3949,logic,pattern,5,3
3,0.91,3356,riddle,pattern,4,3
3,0.75,6716,memory,memory,4,3
2,0.64,8442,logic,math,3,2
0,0.69,8291,none,memory,1,1
0,0.41,5774,math,memory,2,1
1,0.66,3412,word_scramble,memory,2,1
5,0.98,3364,logic,pattern,4,3
3,0.86,2444,riddle,logic,5,3
5,0.48,17397,pattern,word_scramble,1,2
6,0.99,3395,riddle,riddle,4,3
1,0.59,2500,math,memory,2,1
5,0.9,3456,logic,pattern,5,3
0,0.62,3929,word_scramble,memory,3,1
2,0.77,7900,riddle,math,3,2
3,0.74,8547,math,pattern,4,3
5,0.36,23081,logic,quiz,1,2
0,0.67,5218,math,memory,3,1
0,0.47,2680,math,memory,2,1
4,0.42,17642,pattern,quiz,2,2
0,0.61,8419,math,pattern,1,1
5,0.89,2189,none,logic,5,3
4,0.48,15985,logic,quiz,2,2
5,0.87,3278,riddle,riddle,5,3
2,0.67,7384,none,word_scramble,3,2
3,0.43,12830,pattern,memory,2,2
5,0.89,2297,riddle,pattern,5,3
4,0.4,19654,pattern,word_scramble,1,2
3,0.46,15772,math,word_scramble,2,2
1,0.63,3967,word_scramble,memory,2,1
6,0.89,2873,none,pattern,5,3
3,1.0,3829,riddle,logic,4,3
6,1.0,3759,none,logic,4,3
3,0.71,7255,word_scramble,word_scramble,4,3
3,0.94,2701,riddle,pattern,4,3
1,0.62,5996,word_scramble,memory,2,1
4,0.88,2254,logic,pattern,5,3
3,0.92,3777,riddle,riddle,5,3
2,0.61,7238,pattern,quiz,3,2
0,0.54,3686,word_scramble,memory,3,1
5,0.31,22832,pattern,word_scramble,1,2
4,0.52,12096,pattern,memory,1,2
0,0.67,2989,word_scramble,memory,3,1
1,0.7,5225,math,memory,2,1
3,0.41,19350,math,word_scramble,2,2
1,0.62,5264,word_scramble,memory,3,1
4,0.86,3751,logic,riddle,4,3
5,0.86,3994,logic,pattern,4,3
6,0.88,2108,logic,logic,5,3
0,0.83,9316,word_scramble,pattern,1,1
6,0.94,2388,logic,pattern,4,3
1,0.67,8326,word_scramble,riddle,2,1
4,0.96,3991,riddle,riddle,5,3
5,0.4,19094,pattern,memory,2,2
5,0.95,3975,riddle,pattern,5,3
3,0.81,10367,riddle,logic,4,3
6,0.97,3339,riddle,riddle,5,3
0,0.58,2250,word_scramble,memory,3,1
6,0.94,3433,none,logic,4,3
0,0.67,3405,math,memory,3,1
1,0.62,3044,math,memory,2,1
0,0.69,5349,word_scramble,memory,3,1
5,0.37,19260,math,word_scramble,1,2
0,0.45,4311,word_scramble,memory,3,1
2,0.77,9089,pattern,word_scramble,3,2
5,0.48,21156,logic,memory,1,2
3,0.89,2844,riddle,logic,5,3
3,0.92,1997,none,riddle,5,3
4,0.93,2032,riddle,riddle,4,3
0,0.4,2071,word_scramble,memory,3,1
4,0.42,21377,pattern,quiz,2,2
0,0.68,7468,none,math,1,1
0,0.64,4331,word_scramble,memory,3,1
2,0.61,6084,logic,math,3,2
2,0.62,6905,quiz,logic,3,2
1,0.59,3096,word_scramble,memory,3,1
0,0.47,3042,math,memory,2,1
3,0.64,11295,math,pattern,4,3
4,0.99,3544,logic,riddle,4,3
3,0.94,3450,riddle,pattern,5,3
0,0.47,2159,math,memory,3,1
5,0.46,17293,pattern,word_scramble,1,2
2,0.65,5061,none,pattern,3,2
1,0.43,2921,math,memory,2,1
1,0.4,3773,math,memory,2,1
5,0.99,2307,riddle,pattern,4,3
0,0.41,2914,word_scramble,memory,3,1
0,0.41,5168,math,memory,2,1
5,0.35,14705,math,quiz,1,2
1,0.43,4203,math,memory,2,1
0,0.64,5395,math,memory,3,1
5,0.91,2091,riddle,logic,4,3
3,0.38,20093,pattern,quiz,2,2
0,0.62,3543,word_scramble,memory,3,1
1,0.66,2279,math,memory,2,1
4,0.57,15869,pattern,memory,1,2
1,0.65,3140,word_scramble,memory,3,1
4,0.41,23504,logic,quiz,2,2
1,0.66,2679,math,memory,2,1
3,0.54,18891,pattern,word_scramble,2,2
1,0.61,9114,none,word_scramble,2,1
3,0.89,2198,logic,pattern,5,3
0,0.44,4408,math,memory,3,1
3,0.99,2116,logic,riddle,4,3
6,0.89,2540,none,logic,5,3
3,0.97,2048,logic,riddle,4,3
3,0.88,3396,logic,riddle,4,3
1,0.57,2972,math,memory,2,1
1,0.67,11187,math,logic,2,1
4,0.91,1888,logic,pattern,4,3
5,0.89,2832,none,logic,5,3
0,0.42,2350,math,memory,2,1
0,0.5,3485,math,memory,2,1
3,0.87,1677,riddle,pattern,5,3
1,0.68,11476,none,pattern,2,1
4,0.87,2896,none,logic,4,3
3,0.87,3667,riddle,logic,5,3
1,0.62,5073,math,memory,3,1
1,0.4,3302,math,memory,2,1
1,0.75,10547,memory,memory,2,1
0,0.82,7084,word_scramble,riddle,1,1
4,0.56,15891,pattern,quiz,1,2
3,0.64,5698,logic,memory,4,3
5,0.87,1682,none,pattern,4,3
3,0.93,1796,none,logic,5,3
2,0.66,6346,math,word_scramble,3,2
3,0.7,11634,pattern,logic,4,3
3,0.57,16474,math,word_scramble,1,2
4,0.56,23084,logic,quiz,2,2
3,0.4,22869,math,memory,1,2
3,0.37,15970,pattern,word_scramble,1,2
0,0.66,3447,math,memory,2,1
0,0.64,10053,riddle,math,1,1
4,0.92,1602,riddle,riddle,5,3
0,0.7,2980,word_scramble,memory,2,1
4,0.86,3673,logic,logic,4,3
0,0.6,4178,word_scramble,memory,2,1
3,0.43,12284,math,quiz,2,2
3,0.39,17540,math,word_scramble,1,2
1,0.74,11025,quiz,logic,2,1
2,0.69,7203,memory,pattern,3,2
5,0.43,18929,pattern,quiz,2,2
5,0.51,16110,pattern,memory,2,2
4,0.31,17912,math,word_scramble,1,2
4,0.89,2789,riddle,pattern,5,3
5,0.92,3999,riddle,riddle,4,3
0,0.54,3964,word_scramble,memory,3,1
3,0.38,17757,math,memory,1,2
0,0.69,4017,math,memory,3,1
4,0.43,20046,math,quiz,1,2
0,0.6,10429,memory,memory,1,1
5,0.3,13882,logic,word_scramble,2,2
1,0.44,4477,math,memory,3,1
0,0.46,4700,word_scramble,memory,3,1
4,0.92,2500,riddle,riddle,4,3
3,0.59,13713,math,quiz,1,2
5,0.96,3911,none,riddle,5,3
0,0.58,4243,math,memory,2,1
4,0.97,3570,none,pattern,5,3
1,0.81,10999,memory,riddle,2,1
1,0.69,2772,word_scramble,memory,2,1
3,0.85,1947,logic,riddle,4,3
6,0.87,1953,none,logic,5,3
1,0.47,4788,math,memory,2,1
3,0.84,9271,word_scramble,math,4,3
1,0.64,4861,word_scramble,memory,3,1
0,0.69,5040,math,memory,3,1
5,0.46,16572,logic,word_scramble,1,2
3,0.92,2870,riddle,logic,4,3
1,0.42,4096,word_scramble,memory,2,1
6,0.94,3161,logic,logic,4,3
1,0.53,5012,math,memory,3,1
5,0.9,2324,logic,pattern,5,3
5,0.59,18434,logic,word_scramble,2,2
1,0.68,4484,word_scramble,memory,3,1
3,0.31,24456,logic,memory,2,2
1,0.79,9815,word_scramble,word_scramble,2,1
6,0.96,1877,riddle,logic,5,3
3,0.89,2946,riddle,riddle,4,3
2,0.68,7383,riddle,riddle,3,2
1,0.59,5635,word_scramble,memory,2,1
6,0.96,2302,none,logic,4,3
0,0.61,3159,word_scramble,memory,2,1
4,0.43,18487,pattern,quiz,2,2
3,0.71,5414,quiz,math,4,3
3,0.99,3287,logic,riddle,5,3
4,0.46,16217,pattern,memory,2,2
4,0.5,13740,math,quiz,1,2
0,0.6,6069,memory,memory,1,1
2,0.85,8140,none,memory,3,2
3,0.3,17571,math,quiz,1,2
1,0.54,3999,math,memory,2,1
5,0.35,16163,pattern,memory,1,2
6,0.93,1546,none,pattern,4,3
0,0.47,4744,word_scramble,memory,2,1
0,0.69,2685,math,memory,2,1
1,0.56,5158,math,memory,2,1
0,0.66,2465,math,memory,2,1
1,0.68,7765,pattern,word_scramble,2,1
4,0.33,12468,math,quiz,2,2
1,0.57,5451,math,memory,2,1
4,0.94,2998,riddle,pattern,5,3
0,0.65,2710,word_scramble,memory,2,1
4,0.98,1898,none,riddle,5,3
2,0.63,7174,none,math,3,2
3,0.55,12957,math,quiz,1,2
1,0.68,5543,math,pattern,2,1
5,0.46,17737,logic,word_scramble,2,2
1,0.62,4192,word_scramble,memory,2,1
4,0.54,20342,logic,memory,1,2
4,0.54,22509,logic,memory,1,2
5,0.47,19107,math,quiz,1,2
4,0.52,14032,logic,word_scramble,2,2
3,0.64,10708,memory,memory,4,3
4,0.35,24482,math,word_scramble,2,2
5,0.94,1918,none,pattern,4,3
2,0.62,10645,logic,quiz,3,2
4,0.5,21182,pattern,word_scramble,2,2
1,0.63,3179,word_scramble,memory,2,1
3,0.78,6297,riddle,math,4,3
5,0.45,12042,math,memory,2,2
1,0.65,3759,math,memory,3,1
4,0.52,14987,logic,word_scramble,1,2
5,0.35,22142,math,quiz,1,2
3,0.5,16033,math,memory,1,2
5,0.58,12415,math,memory,1,2
1,0.81,11794,math,math,2,1
6,0.95,2142,none,riddle,5,3
0,0.45,3883,math,memory,3,1
3,0.32,23082,pattern,quiz,2,2
0,0.61,8904,none,math,1,1
3,0.95,3314,logic,logic,5,3
0,0.66,7222,none,quiz,1,1
3,0.89,3660,riddle,logic,4,3
4,0.35,15230,pattern,quiz,1,2
5,0.96,3642,logic,riddle,5,3
1,0.84,8420,quiz,quiz,2,1
3,0.93,3885,riddle,logic,5,3
4,0.9,3683,riddle,riddle,4,3
3,0.33,23559,math,word_scramble,2,2
2,0.63,11120,logic,pattern,3,2
2,0.8,8339,none,logic,3,2
1,0.54,4943,math,memory,3,1
5,0.42,20743,logic,word_scramble,2,2
5,0.38,16843,pattern,word_scramble,1,2
1,0.57,4662,math,memory,3,1
4,0.95,3128,none,pattern,5,3
5,0.98,3248,logic,riddle,4,3
5,0.54,18666,logic,memory,2,2
2,0.78,11312,quiz,quiz,3,2
4,0.92,3687,logic,logic,4,3
5,0.92,1875,riddle,pattern,5,3
6,0.89,2397,none,pattern,4,3
1,0.6,5268,math,memory,3,1
3,0.82,5689,none,riddle,4,3
4,0.85,3895,logic,riddle,5,3
4,0.97,2105,none,pattern,4,3
6,0.89,1553,logic,riddle,5,3
1,0.47,3392,word_scramble,memory,3,1
0,0.77,5556,memory,word_scramble,1,1
3,0.54,18607,math,quiz,1,2
